"T28886330","Change Plan - Downgrade Plan","","C2489271","","GCX-24677","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2295","Approved P0","Roku 4k TV","R106674","Change Plan for IAP","2","","Failed","Shuan Wang","5/5/2023 1:11 AM","Regression",""
"T28886342","Automatic Restore Purchase","","C2617194","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2280","Approved P0","Roku 4k TV","R106674","Restore Purchase","2","","Passed","Shuan Wang","5/5/2023 1:12 AM","Regression",""
"T28886345","Authenticated User:  Validating movie detail page via Movie tiles","Shuan Wang","C2621715","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2799, GQA-2684, GQA-2786","Approved P0","Roku 4k TV","R106674","Movie Detail Page","1","","Passed","Shuan Wang","5/5/2023 1:14 AM","Regression",""
"T28886325","Authenticated User - Verify Age Rating & Content Descriptors","Shuan Wang","C2480314","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2254","Approved P0","Roku 4k TV","R106674","Age Rating & Content Descriptors","1","","Passed","Shuan Wang","5/5/2023 1:16 AM","Regression",""
"T28886340","Authenticated User can play <AssetType> content","Shuan Wang","C2614787","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2027, GQA-2131","Approved P0","Roku 4k TV","R106674","Core playback","1","","Passed","Shuan Wang","5/4/2023 4:25 PM","Regression",""
"T28886326","Authenticated User - Verify Ad Pods & Ad Counter","Shuan Wang","C2481415","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2547, GQA-2624","Approved P0","Roku 4k TV","R106674","Ads Playback","1","","Passed","Shuan Wang","5/4/2023 4:29 PM","Regression",""
"T28886327","Authenticated User - Validate Hidden Progress Bar, Pause/resume, Scrub Backward and Forward during Ad Playback","Shuan Wang","C2481417","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2622","Approved P0","Roku 4k TV","R106674","Ads Playback","1","","Passed","Shuan Wang","5/4/2023 4:28 PM","Regression",""
"T28886349","Adult pre-roll bumpers","Shuan Wang","C2622616","Ads behavior in Prod is customer dynamic. We didn't find an asset with pre-roll bumper. ","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2733, GQA-2131, GQA-2574","Approved P0","Roku 4k TV","R106674","BEAM Pre- and Post-Roll Playback","1","","Failed","Shuan Wang","5/4/2023 4:33 PM","Regression",""
"T28886353","Adult mid-roll bumpers","Shuan Wang","C2624446","Ads behavior in Prod is customer dynamic. We didn't find an asset with mid-roll bumper. ","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2733, GQA-2697, GQA-2131, GQA-2574","Approved P0","Roku 4k TV","R106674","BEAM Pre- and Post-Roll Playback","1","","Failed","Shuan Wang","5/4/2023 4:33 PM","Regression",""
"T28886331","Verify Autoplay Episodes behaviour when option sets to <AutoPlaySetting>","Shuan Wang","C2605627","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2271","Approved P0","Roku 4k TV","R106674","Playback Settings","1","","Passed","Shuan Wang","5/4/2023 5:46 PM","Regression",""
"T28886334","Verify interactions that  trigger the chrome to be shown","Shuan Wang","C2611049","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2301","Approved P0","Roku 4k TV","R106674","VOD Timeline, Playback Controls & Transport Controls","1","","Passed","Shuan Wang","5/4/2023 5:54 PM","Regression",""
"T28886335","Verify that user can pause any content","Shuan Wang","C2611056","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2301","Approved P0","Roku 4k TV","R106674","VOD Timeline, Playback Controls & Transport Controls","1","","Passed","Shuan Wang","5/4/2023 6:33 PM","Regression",""
"T28886336","Verify timeline indicators are displayed","Shuan Wang","C2611059","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2301","Approved P0","Roku 4k TV","R106674","VOD Timeline, Playback Controls & Transport Controls","1","","Passed","Shuan Wang","5/4/2023 6:35 PM","Regression",""
"T28886343","Verify user can use scrubbing to FF/Back video","Shuan Wang","C2617219","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2301","Approved P0","Roku 4k TV","R106674","VOD Timeline, Playback Controls & Transport Controls","1","","Passed","Shuan Wang","5/4/2023 6:36 PM","Regression",""
"T28886339","Verify cold start audio and text menu settings for adult profile with device CC settings set to ON","Shuan Wang","C2612525","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2316","Approved P0","Roku 4k TV","R106674","Audio and text menu","1","","Passed","Shuan Wang","5/4/2023 6:43 PM","Regression",""
"T28886341","Verify cold start audio and text menu settings for kids profile","Shuan Wang","C2614810","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2316","Approved P0","Roku 4k TV","R106674","Audio and text menu","1","","Passed","Shuan Wang","5/4/2023 5:25 PM","Regression",""
"T28886346","Verify More episodes button is only available on episodic content","Shuan Wang","C2621760","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2261","Approved P0","Roku 4k TV","R106674","More Episodes","1","","Passed","Shuan Wang","5/4/2023 7:33 PM","Regression",""
"T28886347","Verify “More Episodes” is a persistent part of the player chrome","Shuan Wang","C2621762","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2261","Approved P0","Roku 4k TV","R106674","More Episodes","1","","Passed","Shuan Wang","5/5/2023 1:19 AM","Regression",""
"T28886352","Verify R&A is <displayed> for <content type>","Shuan Wang","C2622785","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-1807","Approved P0","Roku 4k TV","R106674","Ratings & Advisories Overlay","1","","Passed","Shuan Wang","5/4/2023 5:51 PM","Regression",""
"T28886350","Rating and Advisories do not display over pre-roll","Shuan Wang","C2622771","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GCX-3958, GQA-2254","Approved P0","Roku 4k TV","R106674","Ratings & Advisories Overlay","1","","Passed","Shuan Wang","5/4/2023 5:39 PM","Regression",""
"T28886351","R&A should display during intro","Shuan Wang","C2622774","","GCX-23416","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-1807","Approved P0","Roku 4k TV","R106674","Ratings & Advisories Overlay","1","","Failed","Shuan Wang","5/5/2023 1:21 AM","Regression",""
"T28886323","Authenticated user can get search results","Shuan Wang","C2478647","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2100, GQA-2175, GQA-2165, GQA-2102, GQA-2174","Approved P0","Roku 4k TV","R106674","Search Core","1","","Passed","Shuan Wang","5/4/2023 4:34 PM","Regression",""
"T28886324","Authenticated user on a kid’s profile can get search results","Shuan Wang","C2478648","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2639, GQA-2737, GQA-2618","Approved P0","Roku 4k TV","R106674","Search Core","1","","Passed","Shuan Wang","5/4/2023 4:50 PM","Regression",""
"T28886348","User can see different type of content in the End Card recommendations","Shuan Wang","C2622545","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2804","Approved P0","Roku 4k TV","R106674","Human / Machine : ML for End Card","1","","Passed","Shuan Wang","5/5/2023 1:26 AM","Regression",""
"T28886319","Standard profile user-Validate Account page","Shuan Wang","C2478614","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2006","Approved P0","Roku 4k TV","R106674","Account Page","1","","Passed","Shuan Wang","5/5/2023 1:27 AM","Regression",""
"T28886320","Kids profile user-Validate Account page","Shuan Wang","C2478615","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2006","Approved P0","Roku 4k TV","R106674","Account Page","1","","Passed","Shuan Wang","5/4/2023 5:26 PM","Regression",""
"T28886354","Standard Profile Creation","Shuan Wang","C2653506","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2069, GQA-2248, GQA-2064","Approved P0","Roku 4k TV","R106674","User Profiles","1","","Passed","Shuan Wang","5/4/2023 4:52 PM","Regression",""
"T28886355","Kids Profile Creation and Validation of content","Shuan Wang","C2653507","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2274","Approved P0","Roku 4k TV","R106674","User Profiles","1","","Passed","Shuan Wang","5/4/2023 4:54 PM","Regression",""
"T28886356","PIN Validation","Shuan Wang","C2653508","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2788, GQA-2805","Approved P0","Roku 4k TV","R106674","User Profiles","1","","Passed","Shuan Wang","5/5/2023 1:31 AM","Regression",""



"ID","Title","Assigned To","Case ID","Comment","Defects","Elapsed","Forecast","In Progress","Plan","Plan ID","Priority","References","Run","Run Configuration","Run ID","Section","Section Depth","Section Description","Status","Tested By","Tested On","Type","Version"
"T28886380","Standard profile user - Validate global navigation menu","Bharati Subramanian","C2478610","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2600, GQA-1876","Approved P0","Roku device low, mid, high","R106675","Global Navigation","1","","Passed","Bharati Subramanian","5/4/2023 6:15 AM","Regression","1.0.0.38"
"T28886381","Kids profile user - Validate global navigation menu","Bharati Subramanian","C2478611","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2600, GQA-1876","Approved P0","Roku device low, mid, high","R106675","Global Navigation","1","","Passed","Bharati Subramanian","5/4/2023 6:25 AM","Regression","1.0.0.38"
"T28886385","Remove shows from My Stuff > My List tab using asset tiles","Bharati Subramanian","C2478621"," ![](index.php?/attachments/get/0e6d0d77-63aa-4ee6-b281-093cc4b55801) ![](index.php?/attachments/get/544fdb11-6914-4766-808b-4b9c6050735e) ","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2755, GQA-2760","Approved P0","Roku device low, mid, high","R106675","My Stuff","1","","Passed","Bharati Subramanian","5/4/2023 7:20 AM","Regression","1.0.0.38"
"T28886384","Authenticated new user-Verify My list functionality","Mohamed Khaliq","C2478616","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2760","Approved P0","Roku device low, mid, high","R106675","My Stuff","1","","Passed","Mohamed Khaliq","5/4/2023 6:48 AM","Regression","1.0.0.38"
"T28886396","Validate Continue watching rail update behavior on Homepage","Mohamed Khaliq","C2607139","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2823","Approved P0","Roku device low, mid, high","R106675","Continue Watching","1","","Passed","Mohamed Khaliq","5/4/2023 6:59 AM","Regression","1.0.0.38"
"T28886378","Validate SIGN IN with multi user profile","Mohamed Khaliq","C2478602","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2054","Approved P0","Roku device low, mid, high","R106675","Onboarding, Registration and Sign in","1","","Passed","Mohamed Khaliq","5/4/2023 7:09 AM","Regression","1.0.0.38"
"T28886391","Verify Signout from setting page","Bharati Subramanian","C2483786","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2686, GQA-2744","Approved P0","Roku device low, mid, high","R106675","Onboarding, Registration and Sign in","1","","Passed","Bharati Subramanian","5/4/2023 7:17 AM","Regression","1.0.0.38"
"T28886379","Validate Lapsed/Inactive Subscription screen when user is signed in with lapsed user account","Bharati Subramanian","C2478606"," ![](index.php?/attachments/get/7f9fa448-b806-4516-8b9a-dfaa2cf07f09) ","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2046, GQA-2313","Approved P0","Roku device low, mid, high","R106675","Onboarding, Registration and Sign in","1","","Passed","Bharati Subramanian","5/4/2023 8:55 AM","Regression","1.0.0.38"
"T28886395","MVPD Sign In (3rd Party Credentials)] Lapsed MVPD User Chooses to Connect to a new MVPD Provider With a New BEAM Account","Stephanie Kart","C2606569","","GCX-24345","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2030","Approved P0","Roku device low, mid, high","R106675","MVPD","1","","Failed","Stephanie Kart","5/4/2023 10:59 AM","Regression",""
"T28886401","TV Code MVPD Sign In - Lapsed User Chooses to Renew via IAP Flow","Stephanie Kart","C2611133","Please verify in available env and update results","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2177, GQA-2317","Approved P0","Roku device low, mid, high","R106675","MVPD","1","","Retest","Kiran Kumar","5/5/2023 6:05 AM","Regression",""
"T28886400","MVPD Sign In (3rd Party Credentials) Lapsed MVPD User Chooses To Renew Subscription via DTC Flow","Stephanie Kart","C2611107","Please verify in available env and update results","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2035, GQA-2208","Approved P0","Roku device low, mid, high","R106675","MVPD","1","","Retest","Kiran Kumar","5/5/2023 6:04 AM","Regression",""
"T28886407","Validate IAP Happy Path Purchase","","C2621492","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2266, GQA-2177, GQA-2091, GQA-2076, GQA-2077, GQA-2078, GQA-2725, GQA-2189","Approved P0","Roku device low, mid, high","R106675","Subscribe via IAP","2","","Passed","Stephanie Kart","5/4/2023 10:58 AM","Regression",""
"T28886392","Change Plan - Upgrade Plan","Stephanie Kart","C2489270","","GCX-24677","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2295","Approved P0","Roku device low, mid, high","R106675","Change Plan for IAP","2","","Failed","Stephanie Kart","5/4/2023 11:01 AM","Regression",""
"T28886393","Change Plan - Downgrade Plan","Stephanie Kart","C2489271","","GCX-24677","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2295","Approved P0","Roku device low, mid, high","R106675","Change Plan for IAP","2","","Failed","Stephanie Kart","5/4/2023 11:02 AM","Regression",""
"T28886405","Automatic Restore Purchase","Stephanie Kart","C2617194","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2280","Approved P0","Roku device low, mid, high","R106675","Restore Purchase","2","","Passed","Stephanie Kart","5/4/2023 11:00 AM","Regression",""
"T28886408","Authenticated User:  Validating movie detail page via Movie tiles","Rabiya Khan","C2621715","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2799, GQA-2684, GQA-2786","Approved P0","Roku device low, mid, high","R106675","Movie Detail Page","1","","Passed","Bharati Subramanian","5/4/2023 6:29 AM","Regression","1.0.0.38"
"T28886388","Authenticated User - Verify Age Rating & Content Descriptors","Rabiya Khan","C2480314","Roku | Advisories are not visible for Movies

Able to see  R& A on Trailers , Extras , Series, Episode etc","GCX-16473","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2254","Approved P0","Roku device low, mid, high","R106675","Age Rating & Content Descriptors","1","","Failed","Bharati Subramanian","5/4/2023 9:40 AM","Regression","1.0.0.38"
"T28886403","Authenticated User can play <AssetType> content","Mohamed Khaliq","C2614787","According to the comments in the below bug, for movies only rating will be visible as it is expected.

https://wbdstreaming.atlassian.net/browse/GCX-24177

R&A is displayed for Series episode, estras, Trailers.","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2027, GQA-2131","Approved P0","Roku device low, mid, high","R106675","Core playback","1","","Passed","Mohamed Khaliq","5/4/2023 7:53 AM","Regression","1.0.0.38"
"T28886389","Authenticated User - Verify Ad Pods & Ad Counter","Rabiya Khan","C2481415","PLAY-5132

[Roku][BEAM] Subtitles start during initial ad break, which make then unsynchronized with the playback content.","PLAY-5132","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2547, GQA-2624","Approved P0","Roku device low, mid, high","R106675","Ads Playback","1","","Failed","Rabiya Khan","5/4/2023 8:56 AM","Regression","1.0.0.38"
"T28886390","Authenticated User - Validate Hidden Progress Bar, Pause/resume, Scrub Backward and Forward during Ad Playback","Rabiya Khan","C2481417","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2622","Approved P0","Roku device low, mid, high","R106675","Ads Playback","1","","Passed","Rabiya Khan","5/4/2023 8:54 AM","Regression","1.0.0.38"
"T28886412","Adult pre-roll bumpers","Rabiya Khan","C2622616","AD-1954


Adult ad bumpers not appearing on PRD env","AD-1954","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2733, GQA-2131, GQA-2574","Approved P0","Roku device low, mid, high","R106675","BEAM Pre- and Post-Roll Playback","1","","Failed","Rabiya Khan","5/4/2023 8:53 AM","Regression","1.0.0.38"
"T28886416","Adult mid-roll bumpers","Rabiya Khan","C2624446","AD-1954


Adult ad bumpers not appearing on PRD env","AD-1954","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2733, GQA-2697, GQA-2131, GQA-2574","Approved P0","Roku device low, mid, high","R106675","BEAM Pre- and Post-Roll Playback","1","","Failed","Rabiya Khan","5/4/2023 8:53 AM","Regression","1.0.0.38"
"T28886394","Verify Autoplay Episodes behaviour when option sets to <AutoPlaySetting>","Mohamed Khaliq","C2605627","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2271","Approved P0","Roku device low, mid, high","R106675","Playback Settings","1","","Passed","Mohamed Khaliq","5/4/2023 9:50 AM","Regression","1.0.0.38"
"T28886397","Verify interactions that  trigger the chrome to be shown","Bharati Subramanian","C2611049","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2301","Approved P0","Roku device low, mid, high","R106675","VOD Timeline, Playback Controls & Transport Controls","1","","Passed","Bharati Subramanian","5/4/2023 6:31 AM","Regression","1.0.0.38"
"T28886398","Verify that user can pause any content","Rabiya Khan","C2611056","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2301","Approved P0","Roku device low, mid, high","R106675","VOD Timeline, Playback Controls & Transport Controls","1","","Passed","Rabiya Khan","5/4/2023 9:27 AM","Regression","1.0.0.38"
"T28886399","Verify timeline indicators are displayed","Bharati Subramanian","C2611059"," ![](index.php?/attachments/get/b5655217-030f-4be1-a0c1-47c542ee0669) ![](index.php?/attachments/get/0bf63f86-8246-4bf8-b07b-a0ef8931480b) ","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2301","Approved P0","Roku device low, mid, high","R106675","VOD Timeline, Playback Controls & Transport Controls","1","","Passed","Bharati Subramanian","5/4/2023 5:15 AM","Regression","1.0.0.38"
"T28886406","Verify user can use scrubbing to FF/Back video","Bharati Subramanian","C2617219","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2301","Approved P0","Roku device low, mid, high","R106675","VOD Timeline, Playback Controls & Transport Controls","1","","Passed","Bharati Subramanian","5/4/2023 7:17 AM","Regression","1.0.0.38"
"T28886402","Verify cold start audio and text menu settings for adult profile with device CC settings set to ON","Bharati Subramanian","C2612525","Instead of original language it's showing default or English","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2316","Approved P0","Roku device low, mid, high","R106675","Audio and text menu","1","","Passed","Bharati Subramanian","5/4/2023 8:16 AM","Regression","1.0.0.38"
"T28886404","Verify cold start audio and text menu settings for kids profile","Bharati Subramanian","C2614810","Device CC settings and Audio available. There is no text option to change OFF
we can off the cc then the text will not show.","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2316","Approved P0","Roku device low, mid, high","R106675","Audio and text menu","1","","Passed","Bharati Subramanian","5/4/2023 8:17 AM","Regression","1.0.0.38"
"T28886409","Verify More episodes button is only available on episodic content","Mohamed Khaliq","C2621760","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2261","Approved P0","Roku device low, mid, high","R106675","More Episodes","1","","Passed","Mohamed Khaliq","5/4/2023 9:59 AM","Regression","1.0.0.38"
"T28886410","Verify “More Episodes” is a persistent part of the player chrome","Rabiya Khan","C2621762","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2261","Approved P0","Roku device low, mid, high","R106675","More Episodes","1","","Passed","Bharati Subramanian","5/4/2023 6:28 AM","Regression","1.0.0.38"
"T28886415","Verify R&A is <displayed> for <content type>","Rabiya Khan","C2622785","Roku | Advisories are not visible for Movies

Able to see  R& A on Trailers , Extras , Series, Episode etc","GCX-16473","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-1807","Approved P0","Roku device low, mid, high","R106675","Ratings & Advisories Overlay","1","","Failed","Bharati Subramanian","5/4/2023 9:42 AM","Regression",""
"T28886413","Rating and Advisories do not display over pre-roll","Bharati Subramanian","C2622771","In prod we don't a specific per roll asset like in STG  ![](index.php?/attachments/get/d406d148-b451-44d5-a6c2-e7cbc91c868a) ","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GCX-3958, GQA-2254","Approved P0","Roku device low, mid, high","R106675","Ratings & Advisories Overlay","1","","Passed","Bharati Subramanian","5/4/2023 10:08 AM","Regression","1.0.0.38"
"T28886414","R&A should display during intro","Bharati Subramanian","C2622774","","GCX-23416","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-1807","Approved P0","Roku device low, mid, high","R106675","Ratings & Advisories Overlay","1","","Failed","Bharati Subramanian","5/4/2023 7:42 AM","Regression",""
"T28886386","Authenticated user can get search results","Bharati Subramanian","C2478647","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2100, GQA-2175, GQA-2165, GQA-2102, GQA-2174","Approved P0","Roku device low, mid, high","R106675","Search Core","1","","Passed","Bharati Subramanian","5/4/2023 6:32 AM","Regression","1.0.0.38"
"T28886387","Authenticated user on a kid’s profile can get search results","Bharati Subramanian","C2478648","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2639, GQA-2737, GQA-2618","Approved P0","Roku device low, mid, high","R106675","Search Core","1","","Passed","Bharati Subramanian","5/4/2023 6:48 AM","Regression","1.0.0.38"
"T28886411","User can see different type of content in the End Card recommendations","Bharati Subramanian","C2622545"," ![](index.php?/attachments/get/d7ef3858-2b4f-4f23-a93c-9940500e05e3) ","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2804","Approved P0","Roku device low, mid, high","R106675","Human / Machine : ML for End Card","1","","Passed","Bharati Subramanian","5/4/2023 7:48 AM","Regression","1.0.0.38"
"T28886382","Standard profile user-Validate Account page","Bharati Subramanian","C2478614","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2006","Approved P0","Roku device low, mid, high","R106675","Account Page","1","","Passed","Bharati Subramanian","5/4/2023 6:15 AM","Regression","1.0.0.38"
"T28886383","Kids profile user-Validate Account page","Bharati Subramanian","C2478615","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2006","Approved P0","Roku device low, mid, high","R106675","Account Page","1","","Passed","Bharati Subramanian","5/4/2023 6:27 AM","Regression","1.0.0.38"
"T28886417","Standard Profile Creation","Rabiya Khan","C2653506","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2069, GQA-2248, GQA-2064","Approved P0","Roku device low, mid, high","R106675","User Profiles","1","","Passed","Rabiya Khan","5/4/2023 8:58 AM","Regression","1.0.0.38"
"T28886418","Kids Profile Creation and Validation of content","Bharati Subramanian","C2653507","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2274","Approved P0","Roku device low, mid, high","R106675","User Profiles","1","","Passed","Bharati Subramanian","5/4/2023 6:30 AM","Regression","1.0.0.38"
"T28886419","PIN Validation","Bharati Subramanian","C2653508","","","","","","[Roku] 5/2 GD CUJs","R106504","P0","GQA-2788, GQA-2805","Approved P0","Roku device low, mid, high","R106675","User Profiles","1","","Passed","Bharati Subramanian","5/4/2023 7:09 AM","Regression","1.0.0.38"



"ID","Title","Assigned To","Case ID","Comment","Defects","Elapsed","Forecast","In Progress","Plan","Plan ID","Priority","References","Run","Run Configuration","Run ID","Section","Section Depth","Section Description","Status","Tested By","Tested On","Type","Version"
